type,modified,language,license,rightsholder,datasetid,datasetname,institutioncode,basisofrecord,eventid,samplingprotocol,eventdate,eventremarks,locality,decimallatitude,decimallongitude,geodeticdatum,coordinateuncertaintyinmeters
Event,2016-07-19,en,http://creativecommons.org/publicdomain/zero/1.0/,VLIZ,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),VLIZ,MachineObservation,urn:catalog:etn:bpns:2153:event-receiver-deployment,receiver deployment,2015-02-10/2015-02-17,location name: W1 | location description: NA,bpns-W1,51.39133,3.30367,WSG84,30
Event,2016-01-22,en,http://creativecommons.org/publicdomain/zero/1.0/,VLIZ,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),VLIZ,MachineObservation,urn:catalog:etn:bpns:1483:event-receiver-deployment,receiver deployment,2015-04-28,location name: Belwind C05-AR2 | location description: ,bpns-C05AR2Belwind,51.66863,2.80547,WSG84,30
Event,2016-10-27,en,http://creativecommons.org/publicdomain/zero/1.0/,VLIZ,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),VLIZ,MachineObservation,urn:catalog:etn:bpns:2062:event-receiver-deployment,receiver deployment,2016-04-04/2016-10-25,recover latitude: 51.66846 | recover longitude: 2.79436 | location name: bpns-CNB12 | location description: NA,bpns-CNB12,51.66854,2.79434,WSG84,30
Event,2016-01-22,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),INBO,MachineObservation,urn:catalog:etn:demer:1661:event-receiver-deployment,receiver deployment,2014-05-13/2014-07-01,location name: Messelbroek | location description: bord jaagpad verboden toegang,de-3,51.00287,4.93335,WSG84,30
Event,2016-01-22,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),INBO,MachineObservation,urn:catalog:etn:demer:1658:event-receiver-deployment,receiver deployment,2014-05-14/2014-07-01,location name: Rommelaar | location description: 2 paaltjes in de grond,de-2,50.99426,4.89382,WSG84,30
Event,2016-06-13,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),INBO,MachineObservation,urn:catalog:etn:dijle:1467:event-receiver-deployment,receiver deployment,2015-04-16/2015-09-24,"location name: Rupel | location description: Rupel, LO Hamerdijk (enkel bij laag water bereikbaar)",M-7,51.07461,4.39848,WSG84,30
Event,2016-01-22,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),INBO,MachineObservation,urn:catalog:etn:demer:1434:event-receiver-deployment,receiver deployment,2014-04-10/2015-02-12,location name: SO_SB_RODEMER | location description: eerste receiver stroomop steunbeer in Demer aan boompje op rechter oever,de-16,50.99017,5.06167,WSG84,30
Event,2016-01-22,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),INBO,MachineObservation,urn:catalog:etn:demer:1663:event-receiver-deployment,receiver deployment,2014-05-05/2014-07-01,location name: SA_RIF_LODEMER | location description: doorrijden tot verkeersbord verboden of baantje inrijden aan nr139 op grote boom,de-6,50.98988,5.01521,WSG84,30
Event,2016-01-22,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),INBO,MachineObservation,urn:catalog:etn:albert:1637:event-receiver-deployment,receiver deployment,2013-10-10/2013-11-19,location name: Genk SO | location description: staketsel; Swinnewijerweg Genk ,ak-22,50.93564,5.49701,WSG84,30
Event,2016-11-10,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),INBO,MachineObservation,urn:catalog:etn:albert:1567:event-receiver-deployment,receiver deployment,2013-10-10/2014-10-02,location name: Uitzet SO 1 | location description: brug Eigenbilzen; adres: Hoefaertweg Bilzen,ak-21,50.88878,5.57496,WSG84,30
Event,2016-11-10,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),INBO,MachineObservation,urn:catalog:etn:albert:2461:event-receiver-deployment,receiver deployment,2014-10-10/2014-11-10,location name: Uitzet SO 1 | location description: brug Eigenbilzen; adres: Hoefaertweg Bilzen,ak-21,50.88878,5.57496,WSG84,30
Event,2016-11-10,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),INBO,MachineObservation,urn:catalog:etn:albert:2462:event-receiver-deployment,receiver deployment,2014-11-10/2015-01-15,location name: Uitzet SO 1 | location description: brug Eigenbilzen; adres: Hoefaertweg Bilzen,ak-21,50.88878,5.57496,WSG84,30
Event,2016-11-10,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),INBO,MachineObservation,urn:catalog:etn:albert:2463:event-receiver-deployment,receiver deployment,2015-01-15/2015-05-11,location name: Uitzet SO 1 | location description: brug Eigenbilzen; adres: Hoefaertweg Bilzen,ak-21,50.88878,5.57496,WSG84,30
Event,2016-11-10,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),INBO,MachineObservation,urn:catalog:etn:albert:2464:event-receiver-deployment,receiver deployment,2015-05-11/2015-08-03,location name: Uitzet SO 1 | location description: brug Eigenbilzen; adres: Hoefaertweg Bilzen,ak-21,50.88878,5.57496,WSG84,30
Event,2016-11-10,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),INBO,MachineObservation,urn:catalog:etn:albert:2465:event-receiver-deployment,receiver deployment,2015-08-03/2015-09-28,location name: Uitzet SO 1 | location description: brug Eigenbilzen; adres: Hoefaertweg Bilzen,ak-21,50.88878,5.57496,WSG84,30
Event,2016-11-10,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),INBO,MachineObservation,urn:catalog:etn:albert:2466:event-receiver-deployment,receiver deployment,2015-09-28/2016-02-12,location name: Uitzet SO 1 | location description: brug Eigenbilzen; adres: Hoefaertweg Bilzen,ak-21,50.88878,5.57496,WSG84,30
Event,2016-11-10,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),INBO,MachineObservation,urn:catalog:etn:albert:2467:event-receiver-deployment,receiver deployment,2016-02-12/2016-10-10,location name: Uitzet SO 1 | location description: brug Eigenbilzen; adres: Hoefaertweg Bilzen,ak-21,50.88878,5.57496,WSG84,30
Event,2016-11-10,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),INBO,MachineObservation,urn:catalog:etn:albert:2460:event-receiver-deployment,receiver deployment,2014-10-02/2014-10-10,location name: Uitzet SO 1 | location description: brug Eigenbilzen; adres: Hoefaertweg Bilzen,ak-21,50.88878,5.57496,WSG84,30
Event,2016-10-18,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),INBO,MachineObservation,urn:catalog:etn:bovenschelde:1369:event-receiver-deployment,receiver deployment,2011-01-01/2012-01-25,location name: Nevengeul Asper (Midden) | location description: NA,ngAspm,50.91786,3.66803,WSG84,30
Event,2016-10-18,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),INBO,MachineObservation,urn:catalog:etn:bovenschelde:2383:event-receiver-deployment,receiver deployment,2012-01-25/2012-02-29,location name: Nevengeul Asper (Midden) | location description: NA,ngAspm,50.91786,3.66803,WSG84,30
Event,2016-10-18,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),INBO,MachineObservation,urn:catalog:etn:bovenschelde:2384:event-receiver-deployment,receiver deployment,2012-02-29/2012-06-30,location name: Nevengeul Asper (Midden) | location description: NA,ngAspm,50.91786,3.66803,WSG84,30
Event,2017-09-29,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),INBO,MachineObservation,urn:catalog:etn:albert:1561:event-receiver-deployment,receiver deployment,2014-04-03/2015-09-29,location name: 11 | location description: RO Maas aan een trapje; thv sociéte Mantegro,ak-13,50.70205,5.67876,WSG84,30
Event,2017-10-25,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),INBO,MachineObservation,urn:catalog:etn:albert:2955:event-receiver-deployment,receiver deployment,2015-09-29/2015-12-24,location name: 11 | location description: RO Maas aan een trapje; thv sociéte Mantegro,ak-13,50.70205,5.67876,WSG84,30
Event,2016-07-01,en,http://creativecommons.org/publicdomain/zero/1.0/,VLIZ,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),VLIZ,MachineObservation,urn:catalog:etn:bpns:1786:event-receiver-deployment,receiver deployment,2015-10-01/2016-03-17,recover latitude: 51.16016 | recover longitude: 2.69183 | location name: bpns-NIEUWPOORTKUST8 | location description: NA,bpns-NIEUWPOORTKUST8,51.16017,2.69183,WSG84,30
Event,2018-02-01,en,http://creativecommons.org/publicdomain/zero/1.0/,VLIZ,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),VLIZ,MachineObservation,urn:catalog:etn:bpns:2479:event-receiver-deployment,receiver deployment,2016-03-17/2016-11-29,recover latitude: 51.16016 | recover longitude: 2.69183 | location name: bpns-NIEUWPOORTKUST8 | location description: NA,bpns-NIEUWPOORTKUST8,51.16017,2.69183,WSG84,30
Event,2016-07-04,en,http://creativecommons.org/publicdomain/zero/1.0/,VLIZ,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),VLIZ,MachineObservation,urn:catalog:etn:ws1:1450:event-receiver-deployment,receiver deployment,2014-05-22/2014-12-09,location name: W-7 | location description: NA,ws-W7,51.41017,3.45452,WSG84,30
Event,2016-07-04,en,http://creativecommons.org/publicdomain/zero/1.0/,VLIZ,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),VLIZ,MachineObservation,urn:catalog:etn:ws1:1636:event-receiver-deployment,receiver deployment,2014-12-09/2015-02-10,recover latitude: 51.41017 | recover longitude: 3.45452 | location name: ws-W7 | location description: NA,ws-W7,51.4102,3.4545,WSG84,30
Event,2016-07-04,en,http://creativecommons.org/publicdomain/zero/1.0/,VLIZ,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),VLIZ,MachineObservation,urn:catalog:etn:ws1:2113:event-receiver-deployment,receiver deployment,2015-02-10/2015-09-28,recover latitude: 51.41020 | recover longitude: 3.45450 | location name: ws-W7 | location description: NA,ws-W7,51.4102,3.4545,WSG84,30
Event,2017-09-28,en,http://creativecommons.org/publicdomain/zero/1.0/,SVN,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),SVN,MachineObservation,urn:catalog:etn:maas:1454:event-receiver-deployment,receiver deployment,2015-03-02/2015-06-09,"recover latitude: 52.12614 | recover longitude: 5.19245 | location name: LO stroomop stuw Borgharen, aan ingang vistrap | location description: LO stroomop stuw Borgharen, aan ingang vistrap",ma-2,50.86547,5.69774,WSG84,30
Event,2017-09-28,en,http://creativecommons.org/publicdomain/zero/1.0/,SVN,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),SVN,MachineObservation,urn:catalog:etn:maas:1729:event-receiver-deployment,receiver deployment,2014-09-10/2014-12-02,"recover latitude: 52.12610 | recover longitude: 5.19250 | location name: LO stroomop stuw Borgharen, aan ingang vistrap | location description: LO stroomop stuw Borgharen, aan ingang vistrap",ma-2,50.86547,5.69774,WSG84,30
Event,2017-09-28,en,http://creativecommons.org/publicdomain/zero/1.0/,SVN,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),SVN,MachineObservation,urn:catalog:etn:maas:2824:event-receiver-deployment,receiver deployment,2014-12-02/2015-03-02,"recover latitude: 52.12610 | recover longitude: 5.19250 | location name: LO stroomop stuw Borgharen, aan ingang vistrap | location description: LO stroomop stuw Borgharen, aan ingang vistrap",ma-2,50.86547,5.69774,WSG84,30
Event,2018-08-27,en,http://creativecommons.org/publicdomain/zero/1.0/,VLIZ,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),VLIZ,MachineObservation,urn:catalog:etn:bpns:3897:event-receiver-deployment,receiver deployment,2018-07-22,recover latitude: 51.64933 | recover longitude: 2.53383 | location name: bpns-BIRKENFELS | location description: NA,bpns-BIRKENFELS,51.64933,2.53383,WSG84,30
Event,2016-07-20,en,http://creativecommons.org/publicdomain/zero/1.0/,VLIZ,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),VLIZ,MachineObservation,urn:catalog:etn:bpns:1461:event-receiver-deployment,receiver deployment,2014-06-25/2015-07-01,location name: GARDEN CITY | location description: NA,bpns-GARDENCITY,51.48533,2.29867,WSG84,30
Event,2016-11-30,en,http://creativecommons.org/publicdomain/zero/1.0/,VLIZ,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),VLIZ,MachineObservation,urn:catalog:etn:bpns:2014:event-receiver-deployment,receiver deployment,2016-03-17/2016-11-29,location name: D1 | location description: NA,bpns-D1,51.2325,2.64317,WSG84,30
Event,2016-07-20,en,http://creativecommons.org/publicdomain/zero/1.0/,VLIZ,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),VLIZ,MachineObservation,urn:catalog:etn:bpns:1798:event-receiver-deployment,receiver deployment,2015-07-01/2016-01-31,location name: GARDEN CITY | location description: NA,bpns-GARDENCITY,51.48533,2.29867,WSG84,30
Event,2016-10-18,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),INBO,MachineObservation,urn:catalog:etn:bovenschelde:2356:event-receiver-deployment,receiver deployment,2011-01-01/2012-02-29,location name: Kanaal Gent-Oostende - Lovendegem | location description: NA,kGenOst,51.0915,3.6146,WSG84,30
Event,2016-10-18,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),INBO,MachineObservation,urn:catalog:etn:bovenschelde:2357:event-receiver-deployment,receiver deployment,2012-02-29/2012-06-30,location name: Kanaal Gent-Oostende - Lovendegem | location description: NA,kGenOst,51.0915,3.6146,WSG84,30
Event,2016-07-01,en,http://creativecommons.org/publicdomain/zero/1.0/,VLIZ,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),VLIZ,MachineObservation,urn:catalog:etn:ws1:1621:event-receiver-deployment,receiver deployment,2015-02-25/2015-05-08,recover latitude: 51.42817 | recover longitude: 3.46218 | location name: WN-2 | location description: NA,ws-WN2,51.42817,3.46218,WSG84,30
Event,2016-07-01,en,http://creativecommons.org/publicdomain/zero/1.0/,VLIZ,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),VLIZ,MachineObservation,urn:catalog:etn:ws1:1451:event-receiver-deployment,receiver deployment,2014-05-22/2014-12-09,location name: WN-2 | location description: NA,ws-WN2,51.42817,3.46218,WSG84,30
Event,2016-07-01,en,http://creativecommons.org/publicdomain/zero/1.0/,VLIZ,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),VLIZ,MachineObservation,urn:catalog:etn:ws1:2108:event-receiver-deployment,receiver deployment,2014-12-09/2015-02-25,recover latitude: 51.42820 | recover longitude: 3.46220 | location name: WN-2 | location description: NA,ws-WN2,51.42817,3.46218,WSG84,30
Event,2016-03-29,en,http://creativecommons.org/publicdomain/zero/1.0/,VLIZ,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),VLIZ,MachineObservation,urn:catalog:etn:ws1:1788:event-receiver-deployment,receiver deployment,2015-08-11/2016-03-24,location name: WN-2 | location description: NA,ws-WN2,51.42817,3.46218,WSG84,30
Event,2016-07-01,en,http://creativecommons.org/publicdomain/zero/1.0/,VLIZ,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),VLIZ,MachineObservation,urn:catalog:etn:ws1:1787:event-receiver-deployment,receiver deployment,2015-05-08/2015-08-11,location name: WN-2 | location description: NA,ws-WN2,51.42817,3.46218,WSG84,30
Event,2018-10-02,en,http://creativecommons.org/publicdomain/zero/1.0/,VLIZ,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),VLIZ,MachineObservation,urn:catalog:etn:bpns:3958:event-receiver-deployment,receiver deployment,2018-09-26,location name: GARDEN CITY | location description: NA,bpns-GARDENCITY,51.48533,2.29867,WSG84,30
Event,2018-09-28,en,http://creativecommons.org/publicdomain/zero/1.0/,VLIZ,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),VLIZ,MachineObservation,urn:catalog:etn:bpns:2074:event-receiver-deployment,receiver deployment,2016-05-27/2018-09-26,location name: GARDEN CITY | location description: NA,bpns-GARDENCITY,51.48533,2.29867,WSG84,30
Event,2016-10-01,en,http://creativecommons.org/publicdomain/zero/1.0/,VLIZ,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),VLIZ,MachineObservation,urn:catalog:etn:bpns:2063:event-receiver-deployment,receiver deployment,2016-04-04/2016-09-20,recover latitude: 51.66714 | recover longitude: 2.79728 | location name: bpns-CNB13 | location description: NA,bpns-CNB13,51.66725,2.79721,WSG84,30
Event,2016-10-01,en,http://creativecommons.org/publicdomain/zero/1.0/,VLIZ,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),VLIZ,MachineObservation,urn:catalog:etn:bpns:2215:event-receiver-deployment,receiver deployment,2016-09-20/2016-09-20,recover latitude: 51.66714 | recover longitude: 2.79728 | location name: bpns-CNB13 | location description: NA,bpns-CNB13,51.66725,2.79721,WSG84,30
Event,2016-10-27,en,http://creativecommons.org/publicdomain/zero/1.0/,VLIZ,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),VLIZ,MachineObservation,urn:catalog:etn:bpns:2216:event-receiver-deployment,receiver deployment,2016-09-20/2016-10-25,recover latitude: 51.66714 | recover longitude: 2.79728 | location name: bpns-CNB13 | location description: NA,bpns-CNB13,51.66725,2.79721,WSG84,30
Event,2016-09-30,en,http://creativecommons.org/publicdomain/zero/1.0/,VLIZ,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),VLIZ,MachineObservation,urn:catalog:etn:bpns:2056:event-receiver-deployment,receiver deployment,2016-04-04/2016-09-20,recover latitude: 51.66873 | recover longitude: 2.80411 | location name: bpns-CNB06 | location description: NA,bpns-CNB06,51.66882,2.80399,WSG84,30
Event,2016-07-20,en,http://creativecommons.org/publicdomain/zero/1.0/,VLIZ,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),VLIZ,MachineObservation,urn:catalog:etn:bpns:2036:event-receiver-deployment,receiver deployment,2015-04-28/2015-12-28,recover latitude: 51.66739 | recover longitude: 2.79966 | location name: Belwind C05-AR3 | location description: NA,bpns-C05AR3Belwind,51.66739,2.79966,WSG84,30
Event,2016-07-20,en,http://creativecommons.org/publicdomain/zero/1.0/,VLIZ,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),VLIZ,MachineObservation,urn:catalog:etn:bpns:1519:event-receiver-deployment,receiver deployment,2015-12-28/2016-04-04,recover latitude: 51.66739 | recover longitude: 2.79966 | location name: Belwind C05-AR3 | location description: NA,bpns-C05AR3Belwind,51.66739,2.79966,WSG84,30
Event,2016-10-27,en,http://creativecommons.org/publicdomain/zero/1.0/,VLIZ,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),VLIZ,MachineObservation,urn:catalog:etn:bpns:2210:event-receiver-deployment,receiver deployment,2016-09-20/2016-10-25,recover latitude: 51.66873 | recover longitude: 2.80411 | location name: bpns-CNB06 | location description: NA,bpns-CNB06,51.66882,2.80399,WSG84,30
Event,2016-05-03,en,http://creativecommons.org/publicdomain/zero/1.0/,VLIZ,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),VLIZ,MachineObservation,urn:catalog:etn:bpns:2049:event-receiver-deployment,receiver deployment,2016-04-04,location name: bpns_CNB01 | location description: NA,bpns_CNB01,51.67254,2.80187,WSG84,30
Event,2016-06-27,en,http://creativecommons.org/publicdomain/zero/1.0/,VLIZ,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),VLIZ,MachineObservation,urn:catalog:etn:bpns:1538:event-receiver-deployment,receiver deployment,2015-05-11/2016-03-17,recover latitude: 51.22167 | recover longitude: 2.51868 | location name: WK-Sabrina | location description: NA,bpns-WKSabrina,51.22167,2.51868,WSG84,30
Event,2016-01-22,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),INBO,MachineObservation,urn:catalog:etn:albert:1638:event-receiver-deployment,receiver deployment,2013-10-10/2014-10-23,location name: Olen SA | location description: ,ak-37,51.16013,4.85613,WSG84,30
Event,2018-01-10,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),INBO,MachineObservation,urn:catalog:etn:albert:3307:event-receiver-deployment,receiver deployment,2017-10-23,location name: 9 | location description: aan de meettoestellen LO Maas; SO barrage van Monsin,ak-11,50.65697,5.62699,WSG84,30
Event,2017-09-29,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),INBO,MachineObservation,urn:catalog:etn:albert:1560:event-receiver-deployment,receiver deployment,2014-04-03/2014-11-12,location name: 9 | location description: aan de meettoestellen LO Maas; SO barrage van Monsin,ak-11,50.65697,5.62699,WSG84,30
